object,index,x,y,z
bed1,1504,-4.645,199.030,4.708
bed1,1505,-4.515,199.090,4.711
bed1,1506,-4.399,199.118,4.704
bed1,1507,-4.286,199.170,4.706
bed1,1508,-4.174,199.234,4.713
bed1,1509,-3.926,199.333,4.712
bed1,1510,-3.809,199.381,4.713
bed1,1511,-3.696,199.452,4.722
bed1,1512,-3.566,199.484,4.715
bed1,1513,-3.450,199.539,4.718
bed1,1514,-3.317,199.586,4.715
bed1,1515,-3.201,199.647,4.722
bed1,1516,-3.093,199.687,4.723
bed1,1517,-2.966,199.758,4.731
bed1,1518,-2.868,199.809,4.736
bed1,1519,-2.245,200.054,4.742
bed1,1520,-2.146,200.117,4.755
bed1,1521,-1.997,200.181,4.762
bed1,1522,-1.891,200.223,4.765
bed1,1523,-1.777,200.266,4.767
bed1,1524,-1.650,200.323,4.774
bed1,1525,-1.534,200.360,4.773
bed1,1526,-1.291,200.465,4.784
bed1,1527,-0.934,200.616,4.798
bed1,1528,-0.702,200.714,4.806
bed1,1529,-0.588,200.768,4.813
bed1,1530,-0.336,200.873,4.821
bed1,1531,-0.195,200.920,4.820
bed1,1532,-0.101,200.956,4.821
bed1,1533,0.033,201.013,4.826
bed1,1534,0.273,201.119,4.836
bed1,1535,0.385,201.168,4.841
bed1,1536,0.629,201.256,4.842
bed1,1537,0.755,201.324,4.853
bed1,1538,1.233,201.517,4.864
bed1,1539,1.351,201.575,4.872
bed1,1540,1.477,201.616,4.871
bed1,1541,1.580,201.670,4.879
bed1,1542,1.706,201.708,4.876
bed1,1543,1.942,201.820,4.890
bed1,1544,2.062,201.860,4.889
bed1,1545,2.554,202.060,4.902
bed1,1546,2.659,202.117,4.911
bed1,1547,2.900,202.208,4.914
bed1,1548,3.029,202.258,4.917
bed1,1549,3.266,202.368,4.931
bed1,1550,3.389,202.410,4.931
bed1,1551,3.518,202.454,4.932
bed1,1552,3.623,202.500,4.936
bed1,1553,3.753,202.566,4.945
bed1,1554,3.857,202.597,4.944
bed1,1555,3.994,202.643,4.945
bed1,1556,4.230,202.751,4.957
bed1,1557,4.342,202.793,4.953
bed1,1558,4.580,202.893,4.951
bed1,1559,4.718,202.945,4.949
bed1,1560,4.821,202.993,4.950
bed1,1561,5.056,203.090,4.947
bed1,1562,5.202,203.151,4.943
bed1,1563,5.644,203.366,4.941
bed1,1564,5.919,203.460,4.926
bed1,1565,6.018,203.521,4.930
bed1,1566,6.361,203.666,4.921
bed1,1567,6.491,203.719,4.918
bed1,1568,6.725,203.820,4.912
bed1,1569,6.847,203.869,4.909
bed1,1570,6.963,203.936,4.911
bed1,1571,7.070,203.975,4.907
bed1,1572,7.553,204.184,4.896
bed1,1573,7.687,204.232,4.890
bed1,1574,7.792,204.292,4.893
bed1,1575,7.922,204.335,4.886
bed1,1576,8.042,204.380,4.881
bed1,1577,8.160,204.445,4.883
bed1,1578,8.246,204.503,4.887
bed1,1579,8.521,204.609,4.877
bed1,1580,8.878,204.758,4.868
bed1,1581,8.992,204.823,4.870
bed1,1582,9.240,204.920,4.862
bed1,1583,9.337,204.968,4.861
bed1,1584,9.581,205.080,4.858
bed1,1585,9.693,205.122,4.852
bed1,1586,9.803,205.183,4.852
bed1,1587,9.939,205.234,4.844
bed1,1588,10.051,205.299,4.845
bed1,1589,10.168,205.356,4.843
bed1,1590,10.285,205.405,4.837
bed1,1591,10.394,205.442,4.829
bed1,1592,10.764,205.612,4.814
bed1,1593,10.891,205.656,4.805
bed1,1594,11.003,205.717,4.801
bed1,1595,11.229,205.826,4.788
bed1,1596,11.578,205.984,4.765
bed1,1597,11.691,206.028,4.756
bed1,1598,11.840,206.096,4.746
bed1,1599,11.938,206.142,4.740
bed1,1600,12.410,206.368,4.713
bed1,1601,12.525,206.420,4.706
bed1,1602,12.643,206.466,4.696
bed1,1603,12.985,206.638,4.680
bed1,1604,13.125,206.668,4.660
bed1,1605,13.575,206.900,4.641
bed1,1606,13.811,207.014,4.628
bed1,1607,13.941,207.062,4.616
bed1,1608,14.051,207.106,4.608
bed1,1609,14.182,207.154,4.596
bed1,1610,14.293,207.224,4.595
bed1,1611,14.418,207.263,4.581
bed1,1612,14.530,207.340,4.583
bed1,1613,14.652,207.370,4.566
bed1,1614,14.750,207.433,4.564
bed1,1615,15.006,207.533,4.539
bed1,1616,15.350,207.720,4.521
bed1,1617,15.454,207.762,4.509
bed1,1618,15.576,207.822,4.500
bed1,1619,15.690,207.884,4.492
bed1,1620,15.805,207.931,4.480
bed1,1621,16.026,208.027,4.459
bed1,1622,16.159,208.088,4.447
bed1,1623,16.276,208.145,4.437
bed1,1624,16.390,208.187,4.424
bed1,1625,16.638,208.320,4.408
bed1,1626,16.745,208.359,4.395
bed1,1627,16.866,208.411,4.384
bed1,1628,17.095,208.525,4.366
bed1,1629,17.210,208.615,4.369
bed1,1630,17.558,208.761,4.334
bed1,1631,18.024,208.960,4.290
bed1,1632,18.140,209.040,4.290
bed1,1633,18.277,209.073,4.268
bed1,1634,18.492,209.194,4.259
bed1,1635,18.723,209.298,4.240
bed1,1636,18.850,209.356,4.230
bed1,1637,19.091,209.469,4.214
bed1,1638,19.330,209.579,4.199
bed1,1639,19.576,209.692,4.183
bed1,1640,19.804,209.787,4.165
bed1,1641,19.914,209.851,4.162
bed1,1642,20.159,209.968,4.148
bed1,1643,20.393,210.065,4.129
bed1,1644,20.518,210.130,4.124
bed1,1645,20.637,210.178,4.114
bed1,1646,20.760,210.220,4.101
bed1,1647,21.106,210.379,4.079
bed1,1648,21.214,210.457,4.082
bed1,1649,21.344,210.494,4.066
bed1,1650,21.450,210.550,4.061
bed1,1651,21.585,210.611,4.052
bed1,1652,21.686,210.667,4.049
bed1,1653,21.808,210.719,4.040
bed1,1654,22.052,210.837,4.026
bed1,1655,22.183,210.861,4.007
bed1,1656,22.308,210.909,3.997
bed1,1657,22.535,211.022,3.989
bed1,1658,22.656,211.063,3.978
bed1,1659,22.814,211.142,3.975
bed1,1660,22.916,211.189,3.972
bed1,1661,23.036,211.235,3.967
bed1,1662,23.160,211.280,3.960
bed1,1663,23.408,211.378,3.949
bed1,1664,23.661,211.510,3.954
bed1,1665,23.803,211.562,3.951
bed1,1666,23.912,211.597,3.947
bed1,1667,24.030,211.660,3.952
bed1,1668,24.639,211.898,3.945
bed1,1669,24.888,212.003,3.946
bed1,1670,24.999,212.060,3.949
bed1,1671,25.101,212.113,3.952
bed1,1672,25.356,212.192,3.943
bed1,1673,25.456,212.253,3.949
bed1,1674,25.700,212.359,3.950
bed1,1675,26.292,212.624,3.956
bed1,1676,26.440,212.665,3.949
bed1,1677,26.553,212.708,3.948
bed1,1678,26.660,212.779,3.956
bed1,1679,26.774,212.835,3.959
bed1,1680,27.028,212.939,3.958
bed1,1681,27.134,212.978,3.956
bed1,1682,27.504,213.144,3.963
bed1,1683,27.631,213.190,3.962
bed1,1684,27.994,213.352,3.970
bed1,1685,28.112,213.394,3.970
bed1,1686,28.218,213.454,3.978
bed1,1687,28.461,213.571,3.988
bed1,1688,28.589,213.610,3.986
bed1,1689,28.837,213.715,3.992
bed1,1690,29.060,213.805,3.997
bed1,1691,29.555,214.001,4.006
bed1,1692,29.793,214.121,4.020
bed1,1693,29.904,214.179,4.026
bed1,1694,30.145,214.258,4.025
bed1,1695,30.490,214.398,4.033
bed1,1696,30.635,214.466,4.039
bed1,1697,30.746,214.509,4.041
bed1,1698,30.856,214.564,4.047
bed1,1699,31.224,214.723,4.058
bed1,1700,31.348,214.755,4.055
bed1,1701,31.460,214.827,4.067
bed1,1702,31.586,214.867,4.066
bed1,1703,31.828,214.963,4.070
bed1,1704,31.943,215.009,4.073
bed1,1705,32.304,215.169,4.085
bed1,1706,32.563,215.279,4.092
bed1,1707,32.771,215.362,4.097
bed1,1708,32.914,215.409,4.096
bed1,1709,33.505,215.669,4.116
bed1,1710,33.617,215.731,4.124
bed1,1711,33.972,215.875,4.132
bed1,1712,34.087,215.921,4.134
bed1,1713,34.331,216.023,4.141
bed1,1714,34.455,216.068,4.142
